INCIDENT_ID,DATA_YEAR,STATE_ABBR,SUM_VICTIM_COUNT,latitude,longitude,STATE_NAME
29368,2002,WV,55,38.597626,-80.454903,West Virginia
29369,2002,WY,6,43.075968,-107.290284,Wyoming
29370,2001,AK,25,63.588753,-154.493062,Alaska
29371,2001,AR,3,35.20105,-91.831833,Arkansas
29372,2001,AZ,531,34.048928,-111.093731,Arizona
29373,2001,CA,2794,36.778261,-119.417932,California
29374,2001,CO,181,39.550051,-105.782067,Colorado
29375,2001,CT,238,41.603221,-73.087749,Connecticut
29376,2001,DC,13,38.905985,-77.033418,District of Columbia
29377,2001,DE,26,38.910832,-75.52767,Delaware
29378,2001,FL,340,27.664827,-81.515754,Florida
29379,2001,GA,51,32.157435,-82.907123,Georgia
29380,2001,IA,38,41.878003,-93.097702,Iowa
29381,2001,ID,44,44.068202,-114.742041,Idaho
29382,2001,IL,369,40.633125,-89.398528,Illinois
29383,2001,IN,191,40.551217,-85.602364,Indiana
29384,2001,KS,109,39.011902,-98.484246,Kansas
29385,2001,KY,103,37.839333,-84.270018,Kentucky
29386,2001,LA,10,31.244823,-92.145024,Louisiana
29387,2001,MA,716,42.407211,-71.382437,Massachusetts
29388,2001,MD,253,39.045755,-76.641271,Maryland
29389,2001,ME,43,45.253783,-69.445469,Maine
29390,2001,MI,521,44.314844,-85.602364,Michigan
29391,2001,MN,260,46.729553,-94.6859,Minnesota
29392,2001,MO,119,37.964253,-91.831833,Missouri
29393,2001,MS,3,32.354668,-89.398528,Mississippi
29394,2001,MT,16,46.879682,-110.362566,Montana
29395,2001,NE,76,41.492537,-99.901813,Nebraska
29396,2001,NC,107,35.759573,-79.0193,North Carolina
29397,2001,ND,21,47.551493,-101.002012,North Dakota
29398,2001,NH,30,43.193852,-71.572395,New Hampshire
29399,2001,NJ,806,40.058324,-74.405661,New Jersey
29400,2001,NM,23,34.97273,-105.032363,New Mexico
29401,2001,NV,129,38.80261,-116.419389,Nevada
29402,2001,NY,863,43.299428,-74.217933,New York
29403,2001,OH,489,40.417287,-82.907123,Ohio
29404,2001,OK,61,35.007752,-97.092877,Oklahoma
29405,2001,OR,262,43.804133,-120.554201,Oregon
29406,2001,PA,208,41.203322,-77.194525,Pennsylvania
29407,2001,RI,68,41.580095,-71.477429,Rhode Island
29408,2001,SC,67,33.836081,-81.163725,South Carolina
29409,2001,SD,5,43.969515,-99.901813,South Dakota
29410,2001,TN,227,35.517491,-86.580447,Tennessee
29411,2001,TX,563,31.968599,-99.901813,Texas
29412,2001,UT,88,39.32098,-111.093731,Utah
29413,2001,VA,445,37.431573,-78.656894,Virginia
29414,2001,VT,23,44.558803,-72.577841,Vermont
29415,2001,WA,372,47.751074,-120.740139,Washington
29416,2001,WI,79,43.78444,-88.787868,Wisconsin
29417,2001,WV,49,38.597626,-80.454903,West Virginia
29418,2001,WY,10,43.075968,-107.290284,Wyoming
